date,base_price,unit
2024-01-31,0.115,US$/Wp
2024-01-31,0.115,US$/Wp
2024-01-31,0.12,US$/Wp
2024-01-31,0.12,US$/Wp
2024-01-31,0.13,US$/Wp
2024-01-31,0.15,US$/Wp
2024-02-07,0.101,US$/Wp
2024-02-07,0.13,US$/Wp
2024-02-07,0.133,US$/Wp
2024-02-07,0.131,US$/Wp
2024-02-07,0.136,US$/Wp
2024-02-07,0.115,US$/Wp
2024-02-07,0.115,US$/Wp
2024-02-07,0.12,US$/Wp
2024-02-07,0.12,US$/Wp
2024-02-07,0.13,US$/Wp
2024-02-07,0.15,US$/Wp
2024-02-14,0.101,US$/Wp
2024-02-14,0.13,US$/Wp
2024-02-14,0.133,US$/Wp
2024-02-14,0.131,US$/Wp
2024-02-14,0.136,US$/Wp
2024-02-14,0.115,US$/Wp
2024-02-14,0.115,US$/Wp
2024-02-14,0.12,US$/Wp
2024-02-14,0.12,US$/Wp
2024-02-14,0.13,US$/Wp
2024-02-14,0.15,US$/Wp
2024-02-21,0.101,US$/Wp
2024-02-21,0.129,US$/Wp
2024-02-21,0.132,US$/Wp
2024-02-21,0.131,US$/Wp
2024-02-21,0.135,US$/Wp
2024-02-21,0.115,US$/Wp
2024-02-21,0.115,US$/Wp
2024-02-21,0.12,US$/Wp
2024-02-21,0.12,US$/Wp
2024-02-21,0.13,US$/Wp
2024-02-21,0.15,US$/Wp
2024-02-28,0.101,US$/Wp
2024-02-28,0.129,US$/Wp
2024-02-28,0.132,US$/Wp
2024-02-28,0.131,US$/Wp
2024-02-28,0.135,US$/Wp
2024-02-28,0.115,US$/Wp
2024-02-28,0.115,US$/Wp
2024-02-28,0.12,US$/Wp
2024-02-28,0.12,US$/Wp
2024-02-28,0.13,US$/Wp
2024-02-28,0.15,US$/Wp
2024-03-06,0.101,US$/Wp
2024-03-06,0.129,US$/Wp
2024-03-06,0.132,US$/Wp
2024-03-06,0.131,US$/Wp
2024-03-06,0.135,US$/Wp
2024-03-06,0.115,US$/Wp
2024-03-06,0.115,US$/Wp
2024-03-06,0.12,US$/Wp
2024-03-06,0.12,US$/Wp
2024-03-06,0.13,US$/Wp
2024-03-06,0.15,US$/Wp
2024-03-13,0.101,US$/Wp
2024-03-13,0.129,US$/Wp
2024-03-13,0.132,US$/Wp
2024-03-13,0.131,US$/Wp
2024-03-13,0.135,US$/Wp
2024-03-13,0.115,US$/Wp
2024-03-13,0.115,US$/Wp
2024-03-13,0.12,US$/Wp
2024-03-13,0.12,US$/Wp
2024-03-13,0.13,US$/Wp
2024-03-13,0.15,US$/Wp
2024-03-20,0.101,US$/Wp
2024-03-20,0.129,US$/Wp
2024-03-20,0.132,US$/Wp
2024-03-20,0.131,US$/Wp
2024-03-20,0.135,US$/Wp
2024-03-20,0.115,US$/Wp
2024-03-20,0.115,US$/Wp
2024-03-20,0.12,US$/Wp
2024-03-20,0.12,US$/Wp
2024-03-20,0.13,US$/Wp
2024-03-20,0.15,US$/Wp
2024-03-27,0.101,US$/Wp
2024-03-27,0.129,US$/Wp
2024-03-27,0.131,US$/Wp
2024-03-27,0.13,US$/Wp
2024-03-27,0.134,US$/Wp
2024-03-27,0.115,US$/Wp
2024-03-27,0.115,US$/Wp
2024-03-27,0.12,US$/Wp
2024-03-27,0.12,US$/Wp
2024-03-27,0.13,US$/Wp
2024-03-27,0.145,US$/Wp
2024-04-03,0.099,US$/Wp
2024-04-03,0.129,US$/Wp
2024-04-03,0.131,US$/Wp
2024-04-03,0.13,US$/Wp
2024-04-03,0.134,US$/Wp
2024-04-03,0.133,US$/Wp
2024-04-03,0.166,US$/Wp
2024-04-03,0.115,US$/Wp
2024-04-03,0.115,US$/Wp
2024-04-10,0.098,US$/Wp
2024-04-10,0.129,US$/Wp
2024-04-10,0.131,US$/Wp
2024-04-10,0.13,US$/Wp
2024-04-10,0.134,US$/Wp
2024-04-10,0.133,US$/Wp
2024-04-10,0.166,US$/Wp
2024-04-17,0.097,US$/Wp
2024-04-17,0.129,US$/Wp
2024-04-17,0.131,US$/Wp
2024-04-17,0.13,US$/Wp
2024-04-17,0.134,US$/Wp
2024-04-17,0.133,US$/Wp
2024-04-17,0.166,US$/Wp
2024-04-24,0.096,US$/Wp
2024-04-24,0.119,US$/Wp
2024-04-24,0.121,US$/Wp
2024-04-24,0.121,US$/Wp
2024-04-24,0.124,US$/Wp
2024-04-24,0.13,US$/Wp
2024-04-24,0.156,US$/Wp
2024-05-01,0.095,US$/Wp
2024-05-01,0.119,US$/Wp
2024-05-01,0.121,US$/Wp
2024-05-01,0.121,US$/Wp
2024-05-01,0.124,US$/Wp
2024-05-01,0.13,US$/Wp
2024-05-01,0.156,US$/Wp
2024-05-08,0.093,US$/Wp
2024-05-08,0.119,US$/Wp
2024-05-08,0.122,US$/Wp
2024-05-08,0.122,US$/Wp
2024-05-08,0.124,US$/Wp
2024-05-08,0.13,US$/Wp
2024-05-08,0.156,US$/Wp
2024-05-15,0.092,US$/Wp
2024-05-15,0.111,US$/Wp
2024-05-15,0.113,US$/Wp
2024-05-15,0.113,US$/Wp
2024-05-15,0.116,US$/Wp
2024-05-15,0.119,US$/Wp
2024-05-15,0.138,US$/Wp
2024-05-22,0.091,US$/Wp
2024-05-22,0.111,US$/Wp
2024-05-22,0.113,US$/Wp
2024-05-22,0.113,US$/Wp
2024-05-22,0.116,US$/Wp
2024-05-22,0.119,US$/Wp
2024-05-22,0.138,US$/Wp
2024-05-29,0.09,US$/Wp
2024-05-29,0.11,US$/Wp
2024-05-29,0.113,US$/Wp
2024-05-29,0.113,US$/Wp
2024-05-29,0.116,US$/Wp
2024-05-29,0.119,US$/Wp
2024-05-29,0.138,US$/Wp
2024-06-05,0.09,US$/Wp
2024-06-05,0.11,US$/Wp
2024-06-05,0.113,US$/Wp
2024-06-05,0.113,US$/Wp
2024-06-05,0.116,US$/Wp
2024-06-05,0.119,US$/Wp
2024-06-05,0.138,US$/Wp
2024-06-12,0.09,US$/Wp
2024-06-12,0.11,US$/Wp
2024-06-12,0.113,US$/Wp
2024-06-12,0.113,US$/Wp
2024-06-12,0.116,US$/Wp
2024-06-12,0.119,US$/Wp
2024-06-12,0.138,US$/Wp
2024-06-19,0.09,US$/Wp
2024-06-19,0.11,US$/Wp
2024-06-19,0.113,US$/Wp
2024-06-19,0.113,US$/Wp
2024-06-19,0.116,US$/Wp
2024-06-19,0.119,US$/Wp
2024-06-19,0.138,US$/Wp
2024-06-26,0.089,US$/Wp
2024-06-26,0.11,US$/Wp
2024-06-26,0.113,US$/Wp
2024-06-26,0.113,US$/Wp
2024-06-26,0.116,US$/Wp
2024-06-26,0.118,US$/Wp
2024-06-26,0.138,US$/Wp
2024-07-03,0.088,US$/Wp
2024-07-03,0.11,US$/Wp
2024-07-03,0.113,US$/Wp
2024-07-03,0.113,US$/Wp
2024-07-03,0.116,US$/Wp
2024-07-03,0.118,US$/Wp
2024-07-03,0.138,US$/Wp
2024-07-10,0.087,US$/Wp
2024-07-10,0.11,US$/Wp
2024-07-10,0.113,US$/Wp
2024-07-10,0.113,US$/Wp
2024-07-10,0.116,US$/Wp
2024-07-10,0.118,US$/Wp
2024-07-10,0.138,US$/Wp
2024-07-17,0.087,US$/Wp
2024-07-17,0.11,US$/Wp
2024-07-17,0.113,US$/Wp
2024-07-17,0.113,US$/Wp
2024-07-17,0.116,US$/Wp
2024-07-17,0.118,US$/Wp
2024-07-17,0.138,US$/Wp
2024-07-24,0.087,US$/Wp
2024-07-24,0.11,US$/Wp
2024-07-24,0.113,US$/Wp
2024-07-24,0.113,US$/Wp
2024-07-24,0.116,US$/Wp
2024-07-24,0.118,US$/Wp
2024-07-24,0.138,US$/Wp
2024-07-31,0.087,US$/Wp
2024-07-31,0.098,US$/Wp
2024-07-31,0.101,US$/Wp
2024-07-31,0.1,US$/Wp
2024-07-31,0.103,US$/Wp
2024-07-31,0.105,US$/Wp
2024-07-31,0.125,US$/Wp
2024-08-07,0.087,US$/Wp
2024-08-07,0.099,US$/Wp
2024-08-07,0.102,US$/Wp
2024-08-07,0.101,US$/Wp
2024-08-07,0.103,US$/Wp
2024-08-07,0.106,US$/Wp
2024-08-07,0.126,US$/Wp
2024-08-14,0.087,US$/Wp
2024-08-14,0.1,US$/Wp
2024-08-14,0.102,US$/Wp
2024-08-14,0.101,US$/Wp
2024-08-14,0.104,US$/Wp
2024-08-14,0.107,US$/Wp
2024-08-14,0.126,US$/Wp
2024-08-21,0.087,US$/Wp
2024-08-21,0.1,US$/Wp
2024-08-21,0.102,US$/Wp
2024-08-21,0.101,US$/Wp
2024-08-21,0.104,US$/Wp
2024-08-21,0.107,US$/Wp
2024-08-21,0.126,US$/Wp
2024-08-28,0.086,US$/Wp
2024-08-28,0.1,US$/Wp
2024-08-28,0.102,US$/Wp
2024-08-28,0.101,US$/Wp
2024-08-28,0.104,US$/Wp
2024-08-28,0.107,US$/Wp
2024-08-28,0.126,US$/Wp
2024-09-04,0.086,US$/Wp
2024-09-04,0.1,US$/Wp
2024-09-04,0.102,US$/Wp
2024-09-04,0.101,US$/Wp
2024-09-04,0.104,US$/Wp
2024-09-04,0.107,US$/Wp
2024-09-04,0.126,US$/Wp
2024-09-11,0.085,US$/Wp
2024-09-11,0.1,US$/Wp
2024-09-11,0.103,US$/Wp
2024-09-11,0.101,US$/Wp
2024-09-11,0.104,US$/Wp
2024-09-11,0.107,US$/Wp
2024-09-11,0.126,US$/Wp
2024-09-18,0.082,US$/Wp
2024-09-18,0.1,US$/Wp
2024-09-18,0.103,US$/Wp
2024-09-18,0.101,US$/Wp
2024-09-18,0.104,US$/Wp
2024-09-18,0.107,US$/Wp
2024-09-18,0.126,US$/Wp
2024-09-25,0.08,US$/Wp
2024-09-25,0.098,US$/Wp
2024-09-25,0.1,US$/Wp
2024-09-25,0.1,US$/Wp
2024-09-25,0.101,US$/Wp
2024-09-25,0.103,US$/Wp
2024-09-25,0.123,US$/Wp
2024-10-02,0.08,US$/Wp
2024-10-02,0.098,US$/Wp
2024-10-02,0.1,US$/Wp
2024-10-02,0.1,US$/Wp
2024-10-02,0.101,US$/Wp
2024-10-02,0.103,US$/Wp
2024-10-02,0.123,US$/Wp
2024-10-09,0.077,US$/Wp
2024-10-09,0.097,US$/Wp
2024-10-09,0.099,US$/Wp
2024-10-09,0.099,US$/Wp
2024-10-09,0.1,US$/Wp
2024-10-09,0.102,US$/Wp
2024-10-09,0.121,US$/Wp
2024-10-16,0.077,US$/Wp
2024-10-16,0.097,US$/Wp
2024-10-16,0.099,US$/Wp
2024-10-16,0.099,US$/Wp
2024-10-16,0.1,US$/Wp
2024-10-16,0.102,US$/Wp
2024-10-16,0.121,US$/Wp
2024-10-23,0.077,US$/Wp
2024-10-23,0.097,US$/Wp
2024-10-23,0.099,US$/Wp
2024-10-23,0.099,US$/Wp
2024-10-23,0.1,US$/Wp
2024-10-23,0.102,US$/Wp
2024-10-23,0.121,US$/Wp
2024-10-30,0.077,US$/Wp
2024-10-30,0.097,US$/Wp
2024-10-30,0.099,US$/Wp
2024-10-30,0.099,US$/Wp
2024-10-30,0.1,US$/Wp
2024-10-30,0.101,US$/Wp
2024-10-30,0.121,US$/Wp
2024-11-06,0.077,US$/Wp
2024-11-06,0.096,US$/Wp
2024-11-06,0.097,US$/Wp
2024-11-06,0.097,US$/Wp
2024-11-06,0.098,US$/Wp
2024-11-06,0.1,US$/Wp
2024-11-06,0.119,US$/Wp
2024-11-13,0.077,US$/Wp
2024-11-13,0.095,US$/Wp
2024-11-13,0.097,US$/Wp
2024-11-13,0.097,US$/Wp
2024-11-13,0.098,US$/Wp
2024-11-13,0.099,US$/Wp
2024-11-13,0.119,US$/Wp
2024-11-20,0.077,US$/Wp
2024-11-20,0.095,US$/Wp
2024-11-20,0.097,US$/Wp
2024-11-20,0.097,US$/Wp
2024-11-20,0.098,US$/Wp
2024-11-20,0.099,US$/Wp
2024-11-20,0.119,US$/Wp
2024-11-27,0.077,US$/Wp
2024-11-27,0.095,US$/Wp
2024-11-27,0.096,US$/Wp
2024-11-27,0.096,US$/Wp
2024-11-27,0.098,US$/Wp
2024-11-27,0.099,US$/Wp
2024-11-27,0.118,US$/Wp
2024-12-04,0.077,US$/Wp
2024-12-04,0.095,US$/Wp
2024-12-04,0.096,US$/Wp
2024-12-04,0.096,US$/Wp
2024-12-04,0.098,US$/Wp
2024-12-04,0.099,US$/Wp
2024-12-04,0.118,US$/Wp
2024-12-11,0.075,US$/Wp
2024-12-11,0.095,US$/Wp
2024-12-11,0.096,US$/Wp
2024-12-11,0.096,US$/Wp
2024-12-11,0.098,US$/Wp
2024-12-11,0.099,US$/Wp
2024-12-11,0.118,US$/Wp
2024-12-18,0.075,US$/Wp
2024-12-18,0.095,US$/Wp
2024-12-18,0.096,US$/Wp
2024-12-18,0.096,US$/Wp
2024-12-18,0.098,US$/Wp
2024-12-18,0.099,US$/Wp
2024-12-18,0.118,US$/Wp
2024-12-25,0.075,US$/Wp
2024-12-25,0.095,US$/Wp
2024-12-25,0.096,US$/Wp
2024-12-25,0.096,US$/Wp
2024-12-25,0.098,US$/Wp
2024-12-25,0.099,US$/Wp
2024-12-25,0.118,US$/Wp
2025-01-01,0.075,US$/Wp
2025-01-01,0.095,US$/Wp
2025-01-01,0.096,US$/Wp
2025-01-01,0.096,US$/Wp
2025-01-01,0.098,US$/Wp
2025-01-01,0.099,US$/Wp
2025-01-01,0.118,US$/Wp
2025-01-08,0.075,US$/Wp
2025-01-08,0.094,US$/Wp
2025-01-08,0.095,US$/Wp
2025-01-08,0.095,US$/Wp
2025-01-08,0.097,US$/Wp
2025-01-08,0.098,US$/Wp
2025-01-08,0.117,US$/Wp
2025-01-15,0.075,US$/Wp
2025-01-15,0.094,US$/Wp
2025-01-15,0.095,US$/Wp
2025-01-15,0.095,US$/Wp
2025-01-15,0.097,US$/Wp
2025-01-15,0.098,US$/Wp
2025-01-15,0.117,US$/Wp
2025-01-22,0.075,US$/Wp
2025-01-22,0.094,US$/Wp
2025-01-22,0.095,US$/Wp
2025-01-22,0.095,US$/Wp
2025-01-22,0.097,US$/Wp
2025-01-22,0.098,US$/Wp
2025-01-22,0.117,US$/Wp
2025-01-29,0.075,US$/Wp
2025-01-29,0.094,US$/Wp
2025-01-29,0.095,US$/Wp
2025-01-29,0.095,US$/Wp
2025-01-29,0.097,US$/Wp
2025-01-29,0.098,US$/Wp
2025-01-29,0.117,US$/Wp
2025-02-05,0.075,US$/Wp
2025-02-05,0.094,US$/Wp
2025-02-05,0.095,US$/Wp
2025-02-05,0.095,US$/Wp
2025-02-05,0.097,US$/Wp
2025-02-05,0.098,US$/Wp
2025-02-05,0.117,US$/Wp
2025-02-12,0.075,US$/Wp
2025-02-12,0.095,US$/Wp
2025-02-12,0.096,US$/Wp
2025-02-12,0.096,US$/Wp
2025-02-12,0.097,US$/Wp
2025-02-12,0.099,US$/Wp
2025-02-12,0.118,US$/Wp
2025-02-19,0.075,US$/Wp
2025-02-19,0.095,US$/Wp
2025-02-19,0.096,US$/Wp
2025-02-19,0.096,US$/Wp
2025-02-19,0.097,US$/Wp
2025-02-19,0.099,US$/Wp
2025-02-19,0.118,US$/Wp
2025-02-26,0.075,US$/Wp
2025-02-26,0.095,US$/Wp
2025-02-26,0.096,US$/Wp
2025-02-26,0.096,US$/Wp
2025-02-26,0.097,US$/Wp
2025-02-26,0.099,US$/Wp
2025-02-26,0.118,US$/Wp
2025-03-05,0.077,US$/Wp
2025-03-05,0.095,US$/Wp
2025-03-05,0.096,US$/Wp
2025-03-05,0.096,US$/Wp
2025-03-05,0.097,US$/Wp
2025-03-05,0.099,US$/Wp
2025-03-05,0.118,US$/Wp
2025-03-12,0.077,US$/Wp
2025-03-12,0.095,US$/Wp
2025-03-12,0.096,US$/Wp
2025-03-12,0.096,US$/Wp
2025-03-12,0.097,US$/Wp
2025-03-12,0.099,US$/Wp
2025-03-12,0.118,US$/Wp
2025-03-19,0.077,US$/Wp
2025-03-19,0.095,US$/Wp
2025-03-19,0.096,US$/Wp
2025-03-19,0.096,US$/Wp
2025-03-19,0.097,US$/Wp
2025-03-19,0.099,US$/Wp
2025-03-19,0.118,US$/Wp
2025-03-26,0.077,US$/Wp
2025-03-26,0.095,US$/Wp
2025-03-26,0.096,US$/Wp
2025-03-26,0.096,US$/Wp
2025-03-26,0.097,US$/Wp
2025-03-26,0.099,US$/Wp
2025-03-26,0.118,US$/Wp
