Territory,Year,Scenario,Connection,Type,Capacity(MW),AC/DC,Estimated/Confirmed,Installed/Decomissioned
Switzerland,2028,Forecast - High,Total,Annual,2100,DC,Confirmed,Installed
Switzerland,2028,Forecast - High,Distributed,Annual,1890,DC,Confirmed,Installed
Switzerland,2028,Forecast - High,Centralised,Annual,210,DC,Confirmed,Installed
Switzerland,2028,Forecast - Low,Total,Annual,1850,DC,Confirmed,Installed
Switzerland,2028,Forecast - Low,Distributed,Annual,1665,DC,Confirmed,Installed
Switzerland,2028,Forecast - Low,Centralised,Annual,185,DC,Confirmed,Installed
Switzerland,2028,Forecast - Most probable,Total,Annual,1950,DC,Confirmed,Installed
Switzerland,2028,Forecast - Most probable,Distributed,Annual,1755,DC,Confirmed,Installed
Switzerland,2028,Forecast - Most probable,Centralised,Annual,195,DC,Confirmed,Installed
Switzerland,2029,Forecast - High,Total,Annual,2150,DC,Confirmed,Installed
Switzerland,2029,Forecast - High,Distributed,Annual,1935,DC,Confirmed,Installed
Switzerland,2029,Forecast - High,Centralised,Annual,215,DC,Confirmed,Installed
Switzerland,2029,Forecast - Low,Total,Annual,1900,DC,Confirmed,Installed
Switzerland,2029,Forecast - Low,Distributed,Annual,1710,DC,Confirmed,Installed
Switzerland,2029,Forecast - Low,Centralised,Annual,190,DC,Confirmed,Installed
Switzerland,2029,Forecast - Most probable,Total,Annual,2000,DC,Confirmed,Installed
Switzerland,2029,Forecast - Most probable,Distributed,Annual,1800,DC,Confirmed,Installed
Switzerland,2029,Forecast - Most probable,Centralised,Annual,200,DC,Confirmed,Installed
Switzerland,2030,Forecast - High,Total,Annual,2200,DC,Confirmed,Installed
Switzerland,2030,Forecast - High,Distributed,Annual,1980,DC,Confirmed,Installed
Switzerland,2030,Forecast - High,Centralised,Annual,220,DC,Confirmed,Installed
Switzerland,2030,Forecast - Low,Total,Annual,1950,DC,Confirmed,Installed
Switzerland,2030,Forecast - Low,Distributed,Annual,1755,DC,Confirmed,Installed
Switzerland,2030,Forecast - Low,Centralised,Annual,195,DC,Confirmed,Installed
Switzerland,2030,Forecast - Most probable,Total,Annual,2050,DC,Confirmed,Installed
Switzerland,2030,Forecast - Most probable,Distributed,Annual,1845,DC,Confirmed,Installed
Switzerland,2030,Forecast - Most probable,Centralised,Annual,205,DC,Confirmed,Installed
Thailand,2005,Historical Primary,Total,Annual,24.98,DC,Confirmed,Installed
Thailand,2005,Historical Primary,Centralised,Annual,3.68,DC,Confirmed,Installed
Thailand,2005,Historical Primary,Off-grid,Annual,21.3,DC,Confirmed,Installed
Thailand,2006,Historical Primary,Total,Annual,7,DC,Confirmed,Installed
Thailand,2006,Historical Primary,Off-grid,Annual,7,DC,Confirmed,Installed
Thailand,2009,Historical Primary,Total,Annual,10,DC,Confirmed,Installed
Thailand,2009,Historical Primary,Centralised,Annual,9.62,DC,Confirmed,Installed
Thailand,2009,Historical Primary,Off-grid,Annual,0.38,DC,Confirmed,Installed
Thailand,2010,Historical Primary,Total,Annual,6,DC,Confirmed,Installed
Thailand,2010,Historical Primary,Centralised,Annual,5.89,DC,Confirmed,Installed
Thailand,2010,Historical Primary,Off-grid,Annual,0.11,DC,Confirmed,Installed
Thailand,2011,Historical Primary,Total,Annual,194,DC,Confirmed,Installed
Thailand,2011,Historical Primary,Distributed,Annual,46,DC,Confirmed,Installed
Thailand,2011,Historical Primary,Centralised,Annual,148,DC,Confirmed,Installed
Thailand,2012,Historical Primary,Total,Annual,145,DC,Confirmed,Installed
Thailand,2012,Historical Primary,Distributed,Annual,35,DC,Confirmed,Installed
Thailand,2012,Historical Primary,Centralised,Annual,110,DC,Confirmed,Installed
Thailand,2013,Historical Primary,Total,Annual,437,DC,Confirmed,Installed
Thailand,2013,Historical Primary,Distributed,Annual,105,DC,Confirmed,Installed
Thailand,2013,Historical Primary,Centralised,Annual,332,DC,Confirmed,Installed
Thailand,2014,Historical Primary,Total,Annual,475,DC,Confirmed,Installed
Thailand,2014,Historical Primary,Distributed,Annual,114,DC,Confirmed,Installed
Thailand,2014,Historical Primary,Centralised,Annual,361,DC,Confirmed,Installed
Thailand,2015,Historical Primary,Total,Annual,121.5,DC,Confirmed,Installed
Thailand,2015,Historical Primary,Distributed,Annual,29.16,DC,Confirmed,Installed
Thailand,2015,Historical Primary,Centralised,Annual,89.91,DC,Confirmed,Installed
Thailand,2015,Historical Primary,Off-grid,Annual,2.43,DC,Confirmed,Installed
Thailand,2016,Historical Primary,Total,Annual,1027,DC,Confirmed,Installed
Thailand,2016,Historical Primary,Distributed,Annual,246.5,DC,Confirmed,Installed
Thailand,2016,Historical Primary,Centralised,Annual,780.5,DC,Confirmed,Installed
Thailand,2017,Historical Primary,Total,Annual,610,DC,Confirmed,Installed
Thailand,2017,Historical Primary,Distributed,Annual,146.4,DC,Confirmed,Installed
Thailand,2017,Historical Primary,Centralised,Annual,463.6,DC,Confirmed,Installed
Thailand,2018,Historical Primary,Total,Annual,456,DC,Confirmed,Installed
Thailand,2018,Historical Primary,Distributed,Annual,109.44,DC,Confirmed,Installed
Thailand,2018,Historical Primary,Centralised,Annual,346.56,DC,Confirmed,Installed
Thailand,2019,Historical Primary,Total,Annual,16,DC,Confirmed,Installed
Thailand,2019,Historical Primary,Distributed,Annual,4,DC,Confirmed,Installed
Thailand,2019,Historical Primary,Centralised,Annual,12,DC,Confirmed,Installed
Thailand,2020,Historical Primary,Total,Annual,49,DC,Confirmed,Installed
Thailand,2020,Historical Primary,Distributed,Annual,12,DC,Confirmed,Installed
Thailand,2020,Historical Primary,Centralised,Annual,37,DC,Confirmed,Installed
Thailand,2021,Historical Primary,Total,Annual,510,DC,Confirmed,Installed
Thailand,2021,Historical Primary,Distributed,Annual,120,DC,Confirmed,Installed
Thailand,2021,Historical Primary,Centralised,Annual,390,DC,Confirmed,Installed
Thailand,2022,Historical Primary,Total,Annual,200,DC,Confirmed,Installed
Thailand,2022,Historical Primary,Distributed,Annual,48,DC,Confirmed,Installed
Thailand,2022,Historical Primary,Centralised,Annual,152,DC,Confirmed,Installed
Thailand,2023,Historical Primary,Total,Annual,4587,DC,Confirmed,Installed
Thailand,2023,Historical Primary,Distributed,Annual,1100.88,DC,Confirmed,Installed
Thailand,2023,Historical Primary,Centralised,Annual,3484.12,DC,Confirmed,Installed
Thailand,2023,Historical Primary,Off-grid,Annual,2,DC,Confirmed,Installed
Thailand,2024,Historical Primary,Total,Annual,3000,DC,Estimated,Installed
Thailand,2024,Historical Primary,Distributed,Annual,1500,DC,Estimated,Installed
Thailand,2024,Historical Primary,Centralised,Annual,1500,DC,Estimated,Installed
Tunisia,2023,Historical Primary,Total,Annual,3,DC,Estimated,Installed
Tunisia,2023,Historical Primary,Distributed,Annual,1.5,DC,Estimated,Installed
Tunisia,2023,Historical Primary,Centralised,Annual,1.5,DC,Estimated,Installed
Tunisia,2024,Historical Primary,Total,Annual,14,DC,Estimated,Installed
Tunisia,2024,Historical Primary,Distributed,Annual,9,DC,Estimated,Installed
Tunisia,2024,Historical Primary,Centralised,Annual,5,DC,Estimated,Installed
Türkiye,2000,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2000,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2001,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2001,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2002,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2002,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2003,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2003,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2004,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2004,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2005,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2005,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2006,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2006,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2007,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2007,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2008,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2008,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2009,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2009,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2010,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2010,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Türkiye,2011,Historical Primary,Total,Annual,0.1,DC,Confirmed,Installed
Türkiye,2011,Historical Primary,Distributed,Annual,0.1,DC,Confirmed,Installed
Türkiye,2012,Historical Primary,Total,Annual,5.1,DC,Confirmed,Installed
Türkiye,2012,Historical Primary,Distributed,Annual,5.1,DC,Confirmed,Installed
Türkiye,2013,Historical Primary,Total,Annual,26,DC,Confirmed,Installed
Türkiye,2013,Historical Primary,Distributed,Annual,26,DC,Confirmed,Installed
Türkiye,2014,Historical Primary,Total,Annual,31.8,DC,Confirmed,Installed
Türkiye,2014,Historical Primary,Distributed,Annual,31.8,DC,Confirmed,Installed
Türkiye,2015,Historical Primary,Total,Annual,293.6,DC,Confirmed,Installed
Türkiye,2015,Historical Primary,Distributed,Annual,288.6,DC,Confirmed,Installed
Türkiye,2015,Historical Primary,Centralised,Annual,5,DC,Confirmed,Installed
Türkiye,2016,Historical Primary,Total,Annual,817.6,DC,Confirmed,Installed
Türkiye,2016,Historical Primary,Distributed,Annual,807.6,DC,Confirmed,Installed
Türkiye,2016,Historical Primary,Centralised,Annual,10,DC,Confirmed,Installed
Türkiye,2017,Historical Primary,Total,Annual,3030.6,DC,Confirmed,Installed
Türkiye,2017,Historical Primary,Distributed,Annual,3020.6,DC,Confirmed,Installed
Türkiye,2017,Historical Primary,Centralised,Annual,10,DC,Confirmed,Installed
Türkiye,2018,Historical Primary,Total,Annual,3133,DC,Confirmed,Installed
Türkiye,2018,Historical Primary,Distributed,Annual,3050.112,DC,Confirmed,Installed
Türkiye,2018,Historical Primary,Centralised,Annual,82.888,DC,Confirmed,Installed
Türkiye,2019,Historical Primary,Total,Annual,1211.6,DC,Confirmed,Installed
Türkiye,2019,Historical Primary,Distributed,Annual,1097.148,DC,Confirmed,Installed
Türkiye,2019,Historical Primary,Centralised,Annual,114.452,DC,Confirmed,Installed
Türkiye,2020,Historical Primary,Total,Annual,873.6,DC,Confirmed,Installed
Türkiye,2020,Historical Primary,Distributed,Annual,561.47,DC,Confirmed,Installed
Türkiye,2020,Historical Primary,Centralised,Annual,312.13,DC,Confirmed,Installed
Türkiye,2021,Historical Primary,Total,Annual,1492.4,DC,Confirmed,Installed
Türkiye,2021,Historical Primary,Distributed,Annual,844.935,DC,Confirmed,Installed
Türkiye,2021,Historical Primary,Centralised,Annual,647.465,DC,Confirmed,Installed
Türkiye,2022,Historical Primary,Total,Annual,1609.8,DC,Confirmed,Installed
Türkiye,2022,Historical Primary,Distributed,Annual,547.332,DC,Confirmed,Installed
Türkiye,2022,Historical Primary,Centralised,Annual,1062.468,DC,Confirmed,Installed
Türkiye,2023,Historical Primary,Total,Annual,4827,DC,Confirmed,Installed
Türkiye,2023,Historical Primary,Distributed,Annual,3500,DC,Estimated,Installed
Türkiye,2023,Historical Primary,Centralised,Annual,1327,DC,Estimated,Installed
Türkiye,2024,Historical Primary,Total,Annual,4149,DC,Confirmed,Installed
Türkiye,2024,Historical Primary,Distributed,Annual,3319,DC,Confirmed,Installed
Türkiye,2024,Historical Primary,Centralised,Annual,830,DC,Confirmed,Installed
Türkiye,2025,Forecast - High,Total,Annual,8500,DC,Confirmed,Installed
Türkiye,2025,Forecast - High,Distributed,Annual,4675,DC,Confirmed,Installed
Türkiye,2025,Forecast - High,Centralised,Annual,3825,DC,Confirmed,Installed
Türkiye,2025,Forecast - Low,Total,Annual,4000,DC,Confirmed,Installed
Türkiye,2025,Forecast - Low,Distributed,Annual,2200,DC,Confirmed,Installed
Türkiye,2025,Forecast - Low,Centralised,Annual,1800,DC,Confirmed,Installed
Türkiye,2025,Forecast - Most probable,Total,Annual,6000,DC,Confirmed,Installed
Türkiye,2025,Forecast - Most probable,Distributed,Annual,3300,DC,Confirmed,Installed
Türkiye,2025,Forecast - Most probable,Centralised,Annual,2700,DC,Confirmed,Installed
Türkiye,2026,Forecast - High,Total,Annual,10000,DC,Confirmed,Installed
Türkiye,2026,Forecast - High,Distributed,Annual,5500,DC,Confirmed,Installed
Türkiye,2026,Forecast - High,Centralised,Annual,4500,DC,Confirmed,Installed
Türkiye,2026,Forecast - Low,Total,Annual,5000,DC,Confirmed,Installed
Türkiye,2026,Forecast - Low,Distributed,Annual,2750,DC,Confirmed,Installed
Türkiye,2026,Forecast - Low,Centralised,Annual,2250,DC,Confirmed,Installed
Türkiye,2026,Forecast - Most probable,Total,Annual,7000,DC,Confirmed,Installed
Türkiye,2026,Forecast - Most probable,Distributed,Annual,3850,DC,Confirmed,Installed
Türkiye,2026,Forecast - Most probable,Centralised,Annual,3150,DC,Confirmed,Installed
Türkiye,2027,Forecast - High,Total,Annual,11500,DC,Confirmed,Installed
Türkiye,2027,Forecast - High,Distributed,Annual,6325,DC,Confirmed,Installed
Türkiye,2027,Forecast - High,Centralised,Annual,5175,DC,Confirmed,Installed
Türkiye,2027,Forecast - Low,Total,Annual,5800,DC,Confirmed,Installed
Türkiye,2027,Forecast - Low,Distributed,Annual,3190,DC,Confirmed,Installed
Türkiye,2027,Forecast - Low,Centralised,Annual,2610,DC,Confirmed,Installed
Türkiye,2027,Forecast - Most probable,Total,Annual,8000,DC,Confirmed,Installed
Türkiye,2027,Forecast - Most probable,Distributed,Annual,4400,DC,Confirmed,Installed
Türkiye,2027,Forecast - Most probable,Centralised,Annual,3600,DC,Confirmed,Installed
Türkiye,2028,Forecast - High,Total,Annual,13000,DC,Confirmed,Installed
Türkiye,2028,Forecast - High,Distributed,Annual,7150,DC,Confirmed,Installed
Türkiye,2028,Forecast - High,Centralised,Annual,5850,DC,Confirmed,Installed
Türkiye,2028,Forecast - Low,Total,Annual,6600,DC,Confirmed,Installed
Türkiye,2028,Forecast - Low,Distributed,Annual,3630,DC,Confirmed,Installed
Türkiye,2028,Forecast - Low,Centralised,Annual,2970,DC,Confirmed,Installed
Türkiye,2028,Forecast - Most probable,Total,Annual,9000,DC,Confirmed,Installed
Türkiye,2028,Forecast - Most probable,Distributed,Annual,4950,DC,Confirmed,Installed
Türkiye,2028,Forecast - Most probable,Centralised,Annual,4050,DC,Confirmed,Installed
Türkiye,2029,Forecast - High,Total,Annual,14500,DC,Confirmed,Installed
Türkiye,2029,Forecast - High,Distributed,Annual,7975,DC,Confirmed,Installed
Türkiye,2029,Forecast - High,Centralised,Annual,6525,DC,Confirmed,Installed
Türkiye,2029,Forecast - Low,Total,Annual,7400,DC,Confirmed,Installed
Türkiye,2029,Forecast - Low,Distributed,Annual,4070,DC,Confirmed,Installed
Türkiye,2029,Forecast - Low,Centralised,Annual,3330,DC,Confirmed,Installed
Türkiye,2029,Forecast - Most probable,Total,Annual,10000,DC,Confirmed,Installed
Türkiye,2029,Forecast - Most probable,Distributed,Annual,5500,DC,Confirmed,Installed
Türkiye,2029,Forecast - Most probable,Centralised,Annual,4500,DC,Confirmed,Installed
Türkiye,2030,Forecast - High,Total,Annual,16000,DC,Confirmed,Installed
Türkiye,2030,Forecast - High,Distributed,Annual,8800,DC,Confirmed,Installed
Türkiye,2030,Forecast - High,Centralised,Annual,7200,DC,Confirmed,Installed
Türkiye,2030,Forecast - Low,Total,Annual,8200,DC,Confirmed,Installed
Türkiye,2030,Forecast - Low,Distributed,Annual,4510,DC,Confirmed,Installed
Türkiye,2030,Forecast - Low,Centralised,Annual,3690,DC,Confirmed,Installed
Türkiye,2030,Forecast - Most probable,Total,Annual,11000,DC,Confirmed,Installed
Türkiye,2030,Forecast - Most probable,Distributed,Annual,6050,DC,Confirmed,Installed
Türkiye,2030,Forecast - Most probable,Centralised,Annual,4950,DC,Confirmed,Installed
UK,2000,Historical Primary,Total,Annual,1,DC,Confirmed,Installed
UK,2000,Historical Primary,Distributed,Annual,1,DC,Confirmed,Installed
UK,2001,Historical Primary,Total,Annual,1,DC,Confirmed,Installed
UK,2001,Historical Primary,Distributed,Annual,1,DC,Confirmed,Installed
UK,2002,Historical Primary,Total,Annual,1,DC,Confirmed,Installed
UK,2002,Historical Primary,Distributed,Annual,1,DC,Confirmed,Installed
UK,2003,Historical Primary,Total,Annual,2,DC,Confirmed,Installed
UK,2003,Historical Primary,Distributed,Annual,2,DC,Confirmed,Installed
UK,2004,Historical Primary,Total,Annual,2,DC,Confirmed,Installed
UK,2004,Historical Primary,Distributed,Annual,2,DC,Confirmed,Installed
UK,2005,Historical Primary,Total,Annual,3,DC,Confirmed,Installed
UK,2005,Historical Primary,Distributed,Annual,3,DC,Confirmed,Installed
UK,2006,Historical Primary,Total,Annual,4.3,DC,Confirmed,Installed
UK,2006,Historical Primary,Distributed,Annual,4.3,DC,Confirmed,Installed
UK,2007,Historical Primary,Total,Annual,3.5,DC,Confirmed,Installed
UK,2007,Historical Primary,Distributed,Annual,3.5,DC,Confirmed,Installed
UK,2008,Historical Primary,Total,Annual,4.8,DC,Confirmed,Installed
UK,2008,Historical Primary,Distributed,Annual,4.8,DC,Confirmed,Installed
UK,2009,Historical Primary,Total,Annual,10.1,DC,Confirmed,Installed
UK,2009,Historical Primary,Distributed,Annual,10.1,DC,Confirmed,Installed
UK,2010,Historical Primary,Total,Annual,62.8754,DC,Confirmed,Installed
UK,2010,Historical Primary,Distributed,Annual,62.8754,DC,Confirmed,Installed
UK,2011,Historical Primary,Total,Annual,901.0889,DC,Confirmed,Installed
UK,2011,Historical Primary,Distributed,Annual,782.6889,DC,Confirmed,Installed
UK,2011,Historical Primary,Centralised,Annual,118.4,DC,Confirmed,Installed
UK,2012,Historical Primary,Total,Annual,775.677,DC,Confirmed,Installed
UK,2012,Historical Primary,Distributed,Annual,698.277,DC,Confirmed,Installed
UK,2012,Historical Primary,Centralised,Annual,77.4,DC,Confirmed,Installed
UK,2013,Historical Primary,Total,Annual,1118.6,DC,Confirmed,Installed
UK,2013,Historical Primary,Distributed,Annual,540.9,DC,Confirmed,Installed
UK,2013,Historical Primary,Centralised,Annual,577.7,DC,Confirmed,Installed
UK,2014,Historical Primary,Total,Annual,2589.1531,DC,Confirmed,Installed
UK,2014,Historical Primary,Distributed,Annual,703.0531,DC,Confirmed,Installed
UK,2014,Historical Primary,Centralised,Annual,1886.1,DC,Confirmed,Installed
UK,2015,Historical Primary,Total,Annual,4175.2088,DC,Confirmed,Installed
UK,2015,Historical Primary,Distributed,Annual,1201.2088,DC,Confirmed,Installed
UK,2015,Historical Primary,Centralised,Annual,2974,DC,Confirmed,Installed
UK,2016,Historical Primary,Total,Annual,2155.499,DC,Confirmed,Installed
UK,2016,Historical Primary,Distributed,Annual,750.399,DC,Confirmed,Installed
UK,2016,Historical Primary,Centralised,Annual,1405.1,DC,Confirmed,Installed
UK,2017,Historical Primary,Total,Annual,945.0609,DC,Confirmed,Installed
UK,2017,Historical Primary,Distributed,Annual,422.8609,DC,Confirmed,Installed
UK,2017,Historical Primary,Centralised,Annual,522.2,DC,Confirmed,Installed
UK,2018,Historical Primary,Total,Annual,298.8043,DC,Confirmed,Installed
UK,2018,Historical Primary,Distributed,Annual,149.1043,DC,Confirmed,Installed
UK,2018,Historical Primary,Centralised,Annual,149.7,DC,Confirmed,Installed
UK,2019,Historical Primary,Total,Annual,273.3779,DC,Confirmed,Installed
UK,2019,Historical Primary,Distributed,Annual,188.8779,DC,Confirmed,Installed
UK,2019,Historical Primary,Centralised,Annual,84.5,DC,Confirmed,Installed
UK,2020,Historical Primary,Total,Annual,283.6,DC,Confirmed,Installed
UK,2020,Historical Primary,Distributed,Annual,150.2,DC,Confirmed,Installed
UK,2020,Historical Primary,Centralised,Annual,133.4,DC,Confirmed,Installed
UK,2021,Historical Primary,Total,Annual,390.6,DC,Confirmed,Installed
UK,2021,Historical Primary,Distributed,Annual,262.6,DC,Confirmed,Installed
UK,2021,Historical Primary,Centralised,Annual,128,DC,Confirmed,Installed
UK,2022,Historical Primary,Total,Annual,719.9,DC,Confirmed,Installed
UK,2022,Historical Primary,Distributed,Annual,576.3,DC,Confirmed,Installed
UK,2022,Historical Primary,Centralised,Annual,143.6,DC,Confirmed,Installed
UK,2023,Historical Primary,Total,Annual,1260.5,DC,Confirmed,Installed
UK,2023,Historical Primary,Distributed,Annual,872.9,DC,Confirmed,Installed
UK,2023,Historical Primary,Centralised,Annual,387.6,DC,Confirmed,Installed
UK,2024,Historical Primary,Total,Annual,1906.1,DC,Confirmed,Installed
UK,2024,Historical Primary,Distributed,Annual,953.05,DC,Estimated,Installed
UK,2024,Historical Primary,Centralised,Annual,953.05,DC,Estimated,Installed
UK,2025,Forecast - High,Total,Annual,2010,DC,Confirmed,Installed
UK,2025,Forecast - High,Distributed,Annual,703.5,DC,Confirmed,Installed
UK,2025,Forecast - High,Centralised,Annual,1306.5,DC,Confirmed,Installed
UK,2025,Forecast - Low,Total,Annual,1100,DC,Confirmed,Installed
UK,2025,Forecast - Low,Distributed,Annual,385,DC,Confirmed,Installed
UK,2025,Forecast - Low,Centralised,Annual,715,DC,Confirmed,Installed
UK,2025,Forecast - Most probable,Total,Annual,1660,DC,Confirmed,Installed
UK,2025,Forecast - Most probable,Distributed,Annual,581,DC,Confirmed,Installed
UK,2025,Forecast - Most probable,Centralised,Annual,1079,DC,Confirmed,Installed
UK,2026,Forecast - High,Total,Annual,2110,DC,Confirmed,Installed
UK,2026,Forecast - High,Distributed,Annual,738.5,DC,Confirmed,Installed
UK,2026,Forecast - High,Centralised,Annual,1371.5,DC,Confirmed,Installed
UK,2026,Forecast - Low,Total,Annual,1360,DC,Confirmed,Installed
UK,2026,Forecast - Low,Distributed,Annual,476,DC,Confirmed,Installed
UK,2026,Forecast - Low,Centralised,Annual,884,DC,Confirmed,Installed
UK,2026,Forecast - Most probable,Total,Annual,1660,DC,Confirmed,Installed
UK,2026,Forecast - Most probable,Distributed,Annual,581,DC,Confirmed,Installed
UK,2026,Forecast - Most probable,Centralised,Annual,1079,DC,Confirmed,Installed
UK,2027,Forecast - High,Total,Annual,2310,DC,Confirmed,Installed
UK,2027,Forecast - High,Distributed,Annual,808.5,DC,Confirmed,Installed
UK,2027,Forecast - High,Centralised,Annual,1501.5,DC,Confirmed,Installed
UK,2027,Forecast - Low,Total,Annual,1460,DC,Confirmed,Installed
UK,2027,Forecast - Low,Distributed,Annual,511,DC,Confirmed,Installed
UK,2027,Forecast - Low,Centralised,Annual,949,DC,Confirmed,Installed
UK,2027,Forecast - Most probable,Total,Annual,1760,DC,Confirmed,Installed
UK,2027,Forecast - Most probable,Distributed,Annual,616,DC,Confirmed,Installed
UK,2027,Forecast - Most probable,Centralised,Annual,1144,DC,Confirmed,Installed
UK,2028,Forecast - High,Total,Annual,2510,DC,Confirmed,Installed
UK,2028,Forecast - High,Distributed,Annual,878.5,DC,Confirmed,Installed
UK,2028,Forecast - High,Centralised,Annual,1631.5,DC,Confirmed,Installed
UK,2028,Forecast - Low,Total,Annual,1560,DC,Confirmed,Installed
UK,2028,Forecast - Low,Distributed,Annual,546,DC,Confirmed,Installed
UK,2028,Forecast - Low,Centralised,Annual,1014,DC,Confirmed,Installed
UK,2028,Forecast - Most probable,Total,Annual,1860,DC,Confirmed,Installed
UK,2028,Forecast - Most probable,Distributed,Annual,651,DC,Confirmed,Installed
UK,2028,Forecast - Most probable,Centralised,Annual,1209,DC,Confirmed,Installed
UK,2029,Forecast - High,Total,Annual,2710,DC,Confirmed,Installed
UK,2029,Forecast - High,Distributed,Annual,948.5,DC,Confirmed,Installed
UK,2029,Forecast - High,Centralised,Annual,1761.5,DC,Confirmed,Installed
UK,2029,Forecast - Low,Total,Annual,1660,DC,Confirmed,Installed
UK,2029,Forecast - Low,Distributed,Annual,581,DC,Confirmed,Installed
UK,2029,Forecast - Low,Centralised,Annual,1079,DC,Confirmed,Installed
UK,2029,Forecast - Most probable,Total,Annual,1960,DC,Confirmed,Installed
UK,2029,Forecast - Most probable,Distributed,Annual,686,DC,Confirmed,Installed
UK,2029,Forecast - Most probable,Centralised,Annual,1274,DC,Confirmed,Installed
UK,2030,Forecast - High,Total,Annual,2910,DC,Confirmed,Installed
UK,2030,Forecast - High,Distributed,Annual,1018.5,DC,Confirmed,Installed
UK,2030,Forecast - High,Centralised,Annual,1891.5,DC,Confirmed,Installed
UK,2030,Forecast - Low,Total,Annual,1760,DC,Confirmed,Installed
UK,2030,Forecast - Low,Distributed,Annual,616,DC,Confirmed,Installed
UK,2030,Forecast - Low,Centralised,Annual,1144,DC,Confirmed,Installed
UK,2030,Forecast - Most probable,Total,Annual,2060,DC,Confirmed,Installed
UK,2030,Forecast - Most probable,Distributed,Annual,721,DC,Confirmed,Installed
UK,2030,Forecast - Most probable,Centralised,Annual,1339,DC,Confirmed,Installed
Ukraine,2010,Historical Primary,Total,Annual,2.475,DC,Confirmed,Installed
Ukraine,2010,Historical Primary,Centralised,Annual,2.45,DC,Confirmed,Installed
Ukraine,2010,Historical Primary,Off-grid,Annual,0.025,DC,Confirmed,Installed
Ukraine,2011,Historical Primary,Total,Annual,200,DC,Confirmed,Installed
Ukraine,2011,Historical Primary,Centralised,Annual,198.07,DC,Confirmed,Installed
Ukraine,2011,Historical Primary,Off-grid,Annual,1.93,DC,Confirmed,Installed
Ukraine,2012,Historical Primary,Total,Annual,173,DC,Confirmed,Installed
Ukraine,2012,Historical Primary,Centralised,Annual,171.696,DC,Confirmed,Installed
Ukraine,2012,Historical Primary,Off-grid,Annual,1.304,DC,Confirmed,Installed
Ukraine,2013,Historical Primary,Total,Annual,284.525,DC,Confirmed,Installed
Ukraine,2013,Historical Primary,Centralised,Annual,281.623,DC,Confirmed,Installed
Ukraine,2013,Historical Primary,Off-grid,Annual,2.902,DC,Confirmed,Installed
Ukraine,2014,Historical Primary,Total,Annual,-200,DC,Confirmed,Installed
Ukraine,2014,Historical Primary,Centralised,Annual,-200,DC,Confirmed,Installed
Ukraine,2016,Historical Primary,Total,Annual,108,DC,Confirmed,Installed
Ukraine,2016,Historical Primary,Centralised,Annual,107.29,DC,Confirmed,Installed
Ukraine,2016,Historical Primary,Off-grid,Annual,0.71,DC,Confirmed,Installed
Ukraine,2017,Historical Primary,Total,Annual,173,DC,Confirmed,Installed
Ukraine,2017,Historical Primary,Centralised,Annual,171,DC,Confirmed,Installed
Ukraine,2017,Historical Primary,Off-grid,Annual,2,DC,Confirmed,Installed
Ukraine,2018,Historical Primary,Total,Annual,678,DC,Confirmed,Installed
Ukraine,2018,Historical Primary,Centralised,Annual,678,DC,Confirmed,Installed
Ukraine,2019,Historical Primary,Total,Annual,3537,DC,Confirmed,Installed
Ukraine,2019,Historical Primary,Distributed,Annual,533,DC,Confirmed,Installed
Ukraine,2019,Historical Primary,Centralised,Annual,3004,DC,Confirmed,Installed
Ukraine,2020,Historical Primary,Total,Annual,525,DC,Confirmed,Installed
Ukraine,2020,Historical Primary,Distributed,Annual,75,DC,Confirmed,Installed
Ukraine,2020,Historical Primary,Centralised,Annual,450,DC,Confirmed,Installed
Ukraine,2021,Historical Primary,Total,Annual,640,DC,Confirmed,Installed
