Territory,Year,Scenario,Connection,Type,Capacity(MW),AC/DC,Estimated/Confirmed,Installed/Decomissioned
Japan,2013,Historical Primary,Off-grid,Cumulative,123.455,DC,Confirmed,Installed
Japan,2014,Historical Primary,Off-grid,Cumulative,124.833,DC,Confirmed,Installed
Japan,2015,Historical Primary,Off-grid,Cumulative,127.209,DC,Confirmed,Installed
Japan,2016,Historical Primary,Off-grid,Cumulative,161.209,DC,Confirmed,Installed
Japan,2017,Historical Primary,Off-grid,Cumulative,171.209,DC,Confirmed,Installed
Japan,2018,Historical Primary,Off-grid,Cumulative,173.209,DC,Confirmed,Installed
Japan,2019,Historical Primary,Off-grid,Cumulative,175.209,DC,Confirmed,Installed
Japan,2020,Historical Primary,Off-grid,Cumulative,176.009,DC,Confirmed,Installed
Japan,2021,Historical Primary,Off-grid,Cumulative,178.209,DC,Confirmed,Installed
Japan,2022,Historical Primary,Off-grid,Cumulative,180.609,DC,Confirmed,Installed
Japan,2023,Historical Primary,Off-grid,Cumulative,182.609,DC,Confirmed,Installed
Japan,2024,Historical Primary,Off-grid,Cumulative,183.059,DC,Confirmed,Installed
Jordan,2016,Historical Primary,Total,Cumulative,77,DC,Confirmed,Installed
Jordan,2017,Historical Primary,Total,Cumulative,250,DC,Confirmed,Installed
Jordan,2018,Historical Primary,Total,Cumulative,750,DC,Confirmed,Installed
Jordan,2019,Historical Primary,Total,Cumulative,1200,DC,Confirmed,Installed
Jordan,2020,Historical Primary,Total,Cumulative,1448,DC,Confirmed,Installed
Jordan,2021,Historical Primary,Total,Cumulative,1521,DC,Confirmed,Installed
Jordan,2022,Historical Primary,Total,Cumulative,1914,DC,Confirmed,Installed
Jordan,2023,Historical Primary,Total,Cumulative,2410,DC,Confirmed,Installed
Jordan,2024,Historical Primary,Total,Cumulative,2906,DC,Estimated,Installed
Jordan,2016,Historical Primary,Off-grid,Cumulative,77,DC,Estimated,Installed
Jordan,2017,Historical Primary,Off-grid,Cumulative,250,DC,Estimated,Installed
Jordan,2018,Historical Primary,Off-grid,Cumulative,750,DC,Estimated,Installed
Jordan,2019,Historical Primary,Off-grid,Cumulative,1200,DC,Estimated,Installed
Jordan,2020,Historical Primary,Off-grid,Cumulative,1448,DC,Estimated,Installed
Jordan,2021,Historical Primary,Off-grid,Cumulative,1521,DC,Estimated,Installed
Jordan,2022,Historical Primary,Off-grid,Cumulative,1914,DC,Estimated,Installed
Jordan,2023,Historical Primary,Off-grid,Cumulative,2410,DC,Confirmed,Installed
Jordan,2024,Historical Primary,Off-grid,Cumulative,2906,DC,Estimated,Installed
Kazakhstan,2017,Historical Primary,Total,Cumulative,57,DC,Confirmed,Installed
Kazakhstan,2018,Historical Primary,Total,Cumulative,209,DC,Confirmed,Installed
Kazakhstan,2019,Historical Primary,Total,Cumulative,709,DC,Confirmed,Installed
Kazakhstan,2020,Historical Primary,Total,Cumulative,959,DC,Confirmed,Installed
Kazakhstan,2021,Historical Primary,Total,Cumulative,1259,DC,Confirmed,Installed
Kazakhstan,2022,Historical Primary,Total,Cumulative,1559,DC,Confirmed,Installed
Kazakhstan,2023,Historical Primary,Total,Cumulative,1636,DC,Confirmed,Installed
Kazakhstan,2024,Historical Primary,Total,Cumulative,1736,DC,Estimated,Installed
Kazakhstan,2017,Historical Primary,Centralised,Cumulative,57,DC,Confirmed,Installed
Kazakhstan,2018,Historical Primary,Centralised,Cumulative,209,DC,Confirmed,Installed
Kazakhstan,2019,Historical Primary,Centralised,Cumulative,709,DC,Confirmed,Installed
Kazakhstan,2020,Historical Primary,Centralised,Cumulative,959,DC,Confirmed,Installed
Kazakhstan,2021,Historical Primary,Centralised,Cumulative,1259,DC,Confirmed,Installed
Kazakhstan,2022,Historical Primary,Centralised,Cumulative,1559,DC,Confirmed,Installed
Kazakhstan,2023,Historical Primary,Centralised,Cumulative,1636,DC,Confirmed,Installed
Kazakhstan,2024,Historical Primary,Centralised,Cumulative,1736,DC,Estimated,Installed
Korea,2002,Historical Primary,Total,Cumulative,5.416,DC,Confirmed,Installed
Korea,2003,Historical Primary,Total,Cumulative,5.979,DC,Confirmed,Installed
Korea,2004,Historical Primary,Total,Cumulative,8.532,DC,Confirmed,Installed
Korea,2005,Historical Primary,Total,Cumulative,13.522,DC,Confirmed,Installed
Korea,2006,Historical Primary,Total,Cumulative,35.844,DC,Confirmed,Installed
Korea,2007,Historical Primary,Total,Cumulative,81.191,DC,Confirmed,Installed
Korea,2008,Historical Primary,Total,Cumulative,356.856,DC,Confirmed,Installed
Korea,2009,Historical Primary,Total,Cumulative,523.7,DC,Confirmed,Installed
Korea,2010,Historical Primary,Total,Cumulative,650.3,DC,Confirmed,Installed
Korea,2011,Historical Primary,Total,Cumulative,729.2,DC,Confirmed,Installed
Korea,2012,Historical Primary,Total,Cumulative,1024.3,DC,Confirmed,Installed
Korea,2013,Historical Primary,Total,Cumulative,1555,DC,Confirmed,Installed
Korea,2014,Historical Primary,Total,Cumulative,2481.3,DC,Confirmed,Installed
Korea,2015,Historical Primary,Total,Cumulative,3615.2,DC,Confirmed,Installed
Korea,2016,Historical Primary,Total,Cumulative,4501.7,DC,Confirmed,Installed
Korea,2017,Historical Primary,Total,Cumulative,5834.5,DC,Confirmed,Installed
Korea,2018,Historical Primary,Total,Cumulative,8099.1,DC,Confirmed,Installed
Korea,2019,Historical Primary,Total,Cumulative,12665,DC,Confirmed,Installed
Korea,2020,Historical Primary,Total,Cumulative,17323,DC,Confirmed,Installed
Korea,2021,Historical Primary,Total,Cumulative,21199.3,DC,Confirmed,Installed
Korea,2022,Historical Primary,Total,Cumulative,24477.3,DC,Confirmed,Installed
Korea,2023,Historical Primary,Total,Cumulative,28158.3,DC,Confirmed,Installed
Korea,2024,Historical Primary,Total,Cumulative,30658.3,DC,Confirmed,Installed
Korea,2002,Historical Primary,Distributed,Cumulative,5.416,DC,Confirmed,Installed
Korea,2003,Historical Primary,Distributed,Cumulative,5.979,DC,Confirmed,Installed
Korea,2004,Historical Primary,Distributed,Cumulative,8.294,DC,Confirmed,Installed
Korea,2005,Historical Primary,Distributed,Cumulative,12.06,DC,Confirmed,Installed
Korea,2006,Historical Primary,Distributed,Cumulative,25.311,DC,Confirmed,Installed
Korea,2007,Historical Primary,Distributed,Cumulative,41.816,DC,Confirmed,Installed
Korea,2008,Historical Primary,Distributed,Cumulative,58.371,DC,Confirmed,Installed
Korea,2009,Historical Primary,Distributed,Cumulative,82.6,DC,Confirmed,Installed
Korea,2010,Historical Primary,Distributed,Cumulative,116.8,DC,Confirmed,Installed
Korea,2011,Historical Primary,Distributed,Cumulative,152.7,DC,Confirmed,Installed
Korea,2012,Historical Primary,Distributed,Cumulative,214.9,DC,Confirmed,Installed
Korea,2013,Historical Primary,Distributed,Cumulative,278.1,DC,Confirmed,Installed
Korea,2014,Historical Primary,Distributed,Cumulative,347.1,DC,Confirmed,Installed
Korea,2015,Historical Primary,Distributed,Cumulative,440.9,DC,Confirmed,Installed
Korea,2016,Historical Primary,Distributed,Cumulative,551.1,DC,Confirmed,Installed
Korea,2017,Historical Primary,Distributed,Cumulative,665,DC,Confirmed,Installed
Korea,2018,Historical Primary,Distributed,Cumulative,961.1,DC,Confirmed,Installed
Korea,2019,Historical Primary,Distributed,Cumulative,2039,DC,Confirmed,Installed
Korea,2020,Historical Primary,Distributed,Cumulative,2412,DC,Confirmed,Installed
Korea,2021,Historical Primary,Distributed,Cumulative,2860.9,DC,Confirmed,Installed
Korea,2022,Historical Primary,Distributed,Cumulative,3313.9,DC,Confirmed,Installed
Korea,2023,Historical Primary,Distributed,Cumulative,3834.9,DC,Confirmed,Installed
Korea,2024,Historical Primary,Distributed,Cumulative,4334.9,DC,Estimated,Installed
Korea,2004,Historical Primary,Centralised,Cumulative,0.238,DC,Confirmed,Installed
Korea,2005,Historical Primary,Centralised,Cumulative,1.462,DC,Confirmed,Installed
Korea,2006,Historical Primary,Centralised,Cumulative,10.533,DC,Confirmed,Installed
Korea,2007,Historical Primary,Centralised,Cumulative,39.375,DC,Confirmed,Installed
Korea,2008,Historical Primary,Centralised,Cumulative,298.485,DC,Confirmed,Installed
Korea,2009,Historical Primary,Centralised,Cumulative,441.1,DC,Confirmed,Installed
Korea,2010,Historical Primary,Centralised,Cumulative,533.5,DC,Confirmed,Installed
Korea,2011,Historical Primary,Centralised,Cumulative,576.5,DC,Confirmed,Installed
Korea,2012,Historical Primary,Centralised,Cumulative,809.4,DC,Confirmed,Installed
Korea,2013,Historical Primary,Centralised,Cumulative,1276.9,DC,Confirmed,Installed
Korea,2014,Historical Primary,Centralised,Cumulative,2134.2,DC,Confirmed,Installed
Korea,2015,Historical Primary,Centralised,Cumulative,3174.3,DC,Confirmed,Installed
Korea,2016,Historical Primary,Centralised,Cumulative,3950.6,DC,Confirmed,Installed
Korea,2017,Historical Primary,Centralised,Cumulative,5169.5,DC,Confirmed,Installed
Korea,2018,Historical Primary,Centralised,Cumulative,7138,DC,Confirmed,Installed
Korea,2019,Historical Primary,Centralised,Cumulative,10626,DC,Confirmed,Installed
Korea,2020,Historical Primary,Centralised,Cumulative,14911,DC,Confirmed,Installed
Korea,2021,Historical Primary,Centralised,Cumulative,18338.4,DC,Confirmed,Installed
Korea,2022,Historical Primary,Centralised,Cumulative,21163.4,DC,Confirmed,Installed
Korea,2023,Historical Primary,Centralised,Cumulative,24323.4,DC,Confirmed,Installed
Korea,2024,Historical Primary,Centralised,Cumulative,26323.4,DC,Estimated,Installed
Kosovo,2023,Historical Primary,Total,Cumulative,1,DC,Estimated,Installed
Kosovo,2024,Historical Primary,Total,Cumulative,2,DC,Estimated,Installed
Kosovo,2023,Historical Primary,Distributed,Cumulative,0.5,DC,Estimated,Installed
Kosovo,2024,Historical Primary,Distributed,Cumulative,1,DC,Estimated,Installed
Kosovo,2023,Historical Primary,Centralised,Cumulative,0.5,DC,Estimated,Installed
Kosovo,2024,Historical Primary,Centralised,Cumulative,1,DC,Estimated,Installed
Latvia,2006,Historical Primary,Total,Cumulative,0.006,DC,Confirmed,Installed
Latvia,2007,Historical Primary,Total,Cumulative,0.006,DC,Confirmed,Installed
Latvia,2008,Historical Primary,Total,Cumulative,0.006,DC,Confirmed,Installed
Latvia,2009,Historical Primary,Total,Cumulative,0.06,DC,Confirmed,Installed
Latvia,2010,Historical Primary,Total,Cumulative,0.1,DC,Confirmed,Installed
Latvia,2011,Historical Primary,Total,Cumulative,1.5,DC,Confirmed,Installed
Latvia,2012,Historical Primary,Total,Cumulative,2,DC,Confirmed,Installed
Latvia,2013,Historical Primary,Total,Cumulative,2,DC,Confirmed,Installed
Latvia,2014,Historical Primary,Total,Cumulative,2,DC,Confirmed,Installed
Latvia,2015,Historical Primary,Total,Cumulative,2,DC,Confirmed,Installed
Latvia,2016,Historical Primary,Total,Cumulative,2,DC,Confirmed,Installed
Latvia,2017,Historical Primary,Total,Cumulative,2,DC,Confirmed,Installed
Latvia,2018,Historical Primary,Total,Cumulative,8,DC,Confirmed,Installed
Latvia,2019,Historical Primary,Total,Cumulative,9,DC,Confirmed,Installed
Latvia,2020,Historical Primary,Total,Cumulative,10,DC,Confirmed,Installed
Latvia,2021,Historical Primary,Total,Cumulative,12,DC,Confirmed,Installed
Latvia,2022,Historical Primary,Total,Cumulative,102,DC,Confirmed,Installed
Latvia,2023,Historical Primary,Total,Cumulative,290,DC,Confirmed,Installed
Latvia,2024,Historical Primary,Total,Cumulative,490,DC,Estimated,Installed
Latvia,2018,Historical Primary,Distributed,Cumulative,6,DC,Confirmed,Installed
Latvia,2019,Historical Primary,Distributed,Cumulative,7,DC,Confirmed,Installed
Latvia,2020,Historical Primary,Distributed,Cumulative,8,DC,Confirmed,Installed
Latvia,2021,Historical Primary,Distributed,Cumulative,10,DC,Confirmed,Installed
Latvia,2022,Historical Primary,Distributed,Cumulative,90,DC,Confirmed,Installed
Latvia,2023,Historical Primary,Distributed,Cumulative,259.2,DC,Confirmed,Installed
Latvia,2024,Historical Primary,Distributed,Cumulative,279.2,DC,Estimated,Installed
Latvia,2006,Historical Primary,Centralised,Cumulative,0.006,DC,Confirmed,Installed
Latvia,2007,Historical Primary,Centralised,Cumulative,0.006,DC,Confirmed,Installed
Latvia,2008,Historical Primary,Centralised,Cumulative,0.006,DC,Confirmed,Installed
Latvia,2009,Historical Primary,Centralised,Cumulative,0.06,DC,Confirmed,Installed
Latvia,2010,Historical Primary,Centralised,Cumulative,0.1,DC,Confirmed,Installed
Latvia,2011,Historical Primary,Centralised,Cumulative,1.5,DC,Confirmed,Installed
Latvia,2012,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2013,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2014,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2015,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2016,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2017,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2018,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2019,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2020,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2021,Historical Primary,Centralised,Cumulative,2,DC,Confirmed,Installed
Latvia,2022,Historical Primary,Centralised,Cumulative,12,DC,Confirmed,Installed
Latvia,2023,Historical Primary,Centralised,Cumulative,30.8,DC,Confirmed,Installed
Latvia,2024,Historical Primary,Centralised,Cumulative,210.8,DC,Estimated,Installed
Latvia,2025,Forecast - High,Total,Cumulative,255,DC,Confirmed,Installed
Latvia,2026,Forecast - High,Total,Cumulative,561,DC,Confirmed,Installed
Latvia,2027,Forecast - High,Total,Cumulative,919,DC,Confirmed,Installed
Latvia,2028,Forecast - High,Total,Cumulative,1329,DC,Confirmed,Installed
Latvia,2029,Forecast - High,Total,Cumulative,1791,DC,Confirmed,Installed
Latvia,2030,Forecast - High,Total,Cumulative,2305,DC,Confirmed,Installed
Latvia,2025,Forecast - High,Distributed,Cumulative,25.5,DC,Confirmed,Installed
Latvia,2026,Forecast - High,Distributed,Cumulative,56.1,DC,Confirmed,Installed
Latvia,2027,Forecast - High,Distributed,Cumulative,91.9,DC,Confirmed,Installed
Latvia,2028,Forecast - High,Distributed,Cumulative,132.9,DC,Confirmed,Installed
Latvia,2029,Forecast - High,Distributed,Cumulative,179.1,DC,Confirmed,Installed
Latvia,2030,Forecast - High,Distributed,Cumulative,230.5,DC,Confirmed,Installed
Latvia,2025,Forecast - High,Centralised,Cumulative,229.5,DC,Confirmed,Installed
Latvia,2026,Forecast - High,Centralised,Cumulative,504.9,DC,Confirmed,Installed
Latvia,2027,Forecast - High,Centralised,Cumulative,827.1,DC,Confirmed,Installed
Latvia,2028,Forecast - High,Centralised,Cumulative,1196.1,DC,Confirmed,Installed
Latvia,2029,Forecast - High,Centralised,Cumulative,1611.9,DC,Confirmed,Installed
Latvia,2030,Forecast - High,Centralised,Cumulative,2074.5,DC,Confirmed,Installed
Latvia,2025,Forecast - Low,Total,Cumulative,245,DC,Confirmed,Installed
Latvia,2026,Forecast - Low,Total,Cumulative,539,DC,Confirmed,Installed
Latvia,2027,Forecast - Low,Total,Cumulative,881,DC,Confirmed,Installed
Latvia,2028,Forecast - Low,Total,Cumulative,1271,DC,Confirmed,Installed
Latvia,2029,Forecast - Low,Total,Cumulative,1709,DC,Confirmed,Installed
Latvia,2030,Forecast - Low,Total,Cumulative,2195,DC,Confirmed,Installed
Latvia,2025,Forecast - Low,Distributed,Cumulative,24.5,DC,Confirmed,Installed
Latvia,2026,Forecast - Low,Distributed,Cumulative,53.9,DC,Confirmed,Installed
Latvia,2027,Forecast - Low,Distributed,Cumulative,88.1,DC,Confirmed,Installed
Latvia,2028,Forecast - Low,Distributed,Cumulative,127.1,DC,Confirmed,Installed
Latvia,2029,Forecast - Low,Distributed,Cumulative,170.9,DC,Confirmed,Installed
Latvia,2030,Forecast - Low,Distributed,Cumulative,219.5,DC,Confirmed,Installed
Latvia,2025,Forecast - Low,Centralised,Cumulative,220.5,DC,Confirmed,Installed
Latvia,2026,Forecast - Low,Centralised,Cumulative,485.1,DC,Confirmed,Installed
Latvia,2027,Forecast - Low,Centralised,Cumulative,792.9,DC,Confirmed,Installed
Latvia,2028,Forecast - Low,Centralised,Cumulative,1143.9,DC,Confirmed,Installed
Latvia,2029,Forecast - Low,Centralised,Cumulative,1538.1,DC,Confirmed,Installed
Latvia,2030,Forecast - Low,Centralised,Cumulative,1975.5,DC,Confirmed,Installed
Latvia,2025,Forecast - Most probable,Total,Cumulative,250,DC,Confirmed,Installed
Latvia,2026,Forecast - Most probable,Total,Cumulative,550,DC,Confirmed,Installed
Latvia,2027,Forecast - Most probable,Total,Cumulative,900,DC,Confirmed,Installed
Latvia,2028,Forecast - Most probable,Total,Cumulative,1300,DC,Confirmed,Installed
Latvia,2029,Forecast - Most probable,Total,Cumulative,1750,DC,Confirmed,Installed
Latvia,2030,Forecast - Most probable,Total,Cumulative,2250,DC,Confirmed,Installed
Latvia,2025,Forecast - Most probable,Distributed,Cumulative,25,DC,Confirmed,Installed
Latvia,2026,Forecast - Most probable,Distributed,Cumulative,55,DC,Confirmed,Installed
Latvia,2027,Forecast - Most probable,Distributed,Cumulative,90,DC,Confirmed,Installed
Latvia,2028,Forecast - Most probable,Distributed,Cumulative,130,DC,Confirmed,Installed
Latvia,2029,Forecast - Most probable,Distributed,Cumulative,175,DC,Confirmed,Installed
Latvia,2030,Forecast - Most probable,Distributed,Cumulative,225,DC,Confirmed,Installed
Latvia,2025,Forecast - Most probable,Centralised,Cumulative,225,DC,Confirmed,Installed
Latvia,2026,Forecast - Most probable,Centralised,Cumulative,495,DC,Confirmed,Installed
Latvia,2027,Forecast - Most probable,Centralised,Cumulative,810,DC,Confirmed,Installed
Latvia,2028,Forecast - Most probable,Centralised,Cumulative,1170,DC,Confirmed,Installed
Latvia,2029,Forecast - Most probable,Centralised,Cumulative,1575,DC,Confirmed,Installed
Latvia,2030,Forecast - Most probable,Centralised,Cumulative,2025,DC,Confirmed,Installed
Lithuania,2006,Historical Primary,Total,Cumulative,0.025,DC,Confirmed,Installed
Lithuania,2007,Historical Primary,Total,Cumulative,0.04,DC,Confirmed,Installed
Lithuania,2008,Historical Primary,Total,Cumulative,0.04,DC,Confirmed,Installed
Lithuania,2009,Historical Primary,Total,Cumulative,100.04,DC,Confirmed,Installed
Lithuania,2010,Historical Primary,Total,Cumulative,200.04,DC,Confirmed,Installed
Lithuania,2011,Historical Primary,Total,Cumulative,300.04,DC,Confirmed,Installed
Lithuania,2012,Historical Primary,Total,Cumulative,400.04,DC,Confirmed,Installed
Lithuania,2013,Historical Primary,Total,Cumulative,550.04,DC,Confirmed,Installed
Lithuania,2014,Historical Primary,Total,Cumulative,600.04,DC,Confirmed,Installed
Lithuania,2015,Historical Primary,Total,Cumulative,650.04,DC,Confirmed,Installed
Lithuania,2016,Historical Primary,Total,Cumulative,700.04,DC,Confirmed,Installed
Lithuania,2017,Historical Primary,Total,Cumulative,750.04,DC,Confirmed,Installed
